Rk,G,Date,Age,Home vs Away,Opp,Win/Loss by:,GS,3P,3PA,3P%,Time Rested,Name
35,34.0,2018-01-01,23-274,Home,MIL,W (+4),0,0.0,0.0,,3.0,Pascal Siakam
36,35.0,2018-01-03,23-276,Away,CHI,W (+9),0,0.0,1.0,0.0,2.0,Pascal Siakam
37,36.0,2018-01-05,23-278,Away,MIL,W (+19),0,0.0,1.0,0.0,2.0,Pascal Siakam
38,37.0,2018-01-08,23-281,Away,BRK,W (+1),0,1.0,6.0,0.16699999999999998,3.0,Pascal Siakam
39,38.0,2018-01-09,23-282,Home,MIA,L (-1),0,0.0,0.0,,1.0,Pascal Siakam
40,39.0,2018-01-11,23-284,Home,CLE,W (+34),0,0.0,3.0,0.0,2.0,Pascal Siakam
41,40.0,2018-01-13,23-286,Home,GSW,L (-2),0,0.0,0.0,,2.0,Pascal Siakam
42,41.0,2018-01-15,23-288,Away,PHI,L (-6),0,1.0,3.0,0.33299999999999996,2.0,Pascal Siakam
43,42.0,2018-01-17,23-290,Home,DET,W (+5),0,0.0,0.0,,2.0,Pascal Siakam
44,43.0,2018-01-19,23-292,Home,SAS,W (+3),0,2.0,4.0,0.5,2.0,Pascal Siakam
45,44.0,2018-01-20,23-293,Away,MIN,L (-6),0,0.0,2.0,0.0,1.0,Pascal Siakam
46,45.0,2018-01-24,23-297,Away,ATL,W (+15),0,0.0,2.0,0.0,4.0,Pascal Siakam
47,46.0,2018-01-26,23-299,Home,UTA,L (-4),0,0.0,1.0,0.0,2.0,Pascal Siakam
48,47.0,2018-01-28,23-301,Home,LAL,W (+12),0,1.0,1.0,1.0,2.0,Pascal Siakam
49,48.0,2018-01-30,23-303,Home,MIN,W (+5),0,0.0,0.0,,2.0,Pascal Siakam
50,49.0,2018-02-01,23-305,Away,WAS,L (-3),0,0.0,0.0,,2.0,Pascal Siakam
51,50.0,2018-02-02,23-306,Home,POR,W (+25),0,1.0,3.0,0.33299999999999996,1.0,Pascal Siakam
52,51.0,2018-02-04,23-308,Home,MEM,W (+15),0,0.0,3.0,0.0,2.0,Pascal Siakam
53,52.0,2018-02-06,23-310,Home,BOS,W (+20),0,0.0,1.0,0.0,2.0,Pascal Siakam
54,53.0,2018-02-08,23-312,Home,NYK,W (+25),0,1.0,2.0,0.5,2.0,Pascal Siakam
55,54.0,2018-02-11,23-315,Away,CHO,W (+20),0,1.0,1.0,1.0,3.0,Pascal Siakam
56,55.0,2018-02-13,23-317,Home,MIA,W (+3),0,0.0,1.0,0.0,2.0,Pascal Siakam
57,56.0,2018-02-14,23-318,Away,CHI,W (+24),0,2.0,2.0,1.0,1.0,Pascal Siakam
58,57.0,2018-02-23,23-327,Home,MIL,L (-3),0,0.0,1.0,0.0,9.0,Pascal Siakam
59,58.0,2018-02-26,23-330,Home,DET,W (+29),0,0.0,1.0,0.0,3.0,Pascal Siakam
60,59.0,2018-02-28,23-332,Away,ORL,W (+13),0,0.0,1.0,0.0,2.0,Pascal Siakam
61,60.0,2018-03-02,23-334,Away,WAS,W (+7),0,0.0,2.0,0.0,2.0,Pascal Siakam
62,61.0,2018-03-04,23-336,Home,CHO,W (+5),0,0.0,1.0,0.0,2.0,Pascal Siakam
63,62.0,2018-03-06,23-338,Home,ATL,W (+16),0,0.0,1.0,0.0,2.0,Pascal Siakam
64,63.0,2018-03-07,23-339,Away,DET,W (+2),0,1.0,2.0,0.5,1.0,Pascal Siakam
65,64.0,2018-03-09,23-341,Home,HOU,W (+3),0,0.0,0.0,,2.0,Pascal Siakam
66,65.0,2018-03-11,23-343,Away,NYK,W (+26),0,0.0,0.0,,2.0,Pascal Siakam
67,66.0,2018-03-13,23-345,Away,BRK,W (+14),0,0.0,0.0,,2.0,Pascal Siakam
68,67.0,2018-03-15,23-347,Away,IND,W (+7),0,0.0,1.0,0.0,2.0,Pascal Siakam
69,68.0,2018-03-16,23-348,Home,DAL,W (+7),0,0.0,0.0,,1.0,Pascal Siakam
70,69.0,2018-03-18,23-350,Home,OKC,L (-7),0,0.0,0.0,,2.0,Pascal Siakam
71,70.0,2018-03-20,23-352,Away,ORL,W (+7),0,1.0,2.0,0.5,2.0,Pascal Siakam
72,71.0,2018-03-21,23-353,Away,CLE,L (-3),0,1.0,3.0,0.33299999999999996,1.0,Pascal Siakam
73,72.0,2018-03-23,23-355,Home,BRK,W (+4),0,2.0,2.0,1.0,2.0,Pascal Siakam
74,73.0,2018-03-25,23-357,Home,LAC,L (-11),0,2.0,2.0,1.0,2.0,Pascal Siakam
75,74.0,2018-03-27,23-359,Home,DEN,W (+4),0,0.0,2.0,0.0,2.0,Pascal Siakam
76,75.0,2018-03-31,23-363,Away,BOS,L (-11),0,0.0,1.0,0.0,4.0,Pascal Siakam
77,76.0,2018-04-03,24-001,Away,CLE,L (-6),0,0.0,1.0,0.0,3.0,Pascal Siakam
78,77.0,2018-04-04,24-002,Home,BOS,W (+18),0,0.0,0.0,,1.0,Pascal Siakam
79,78.0,2018-04-06,24-004,Home,IND,W (+19),0,0.0,1.0,0.0,2.0,Pascal Siakam
80,79.0,2018-04-08,24-006,Home,ORL,W (+11),0,0.0,0.0,,2.0,Pascal Siakam
81,80.0,2018-04-09,24-007,Away,DET,W (+10),1,2.0,3.0,0.667,1.0,Pascal Siakam
82,81.0,2018-04-11,24-009,Away,MIA,L (-7),0,0.0,1.0,0.0,2.0,Pascal Siakam
1,1.0,2018-04-14,24-012,Home,WAS,W (+8),0,1.0,2.0,0.5,3.0,Pascal Siakam
2,2.0,2018-04-17,24-015,Home,WAS,W (+11),0,0.0,0.0,,3.0,Pascal Siakam
3,3.0,2018-04-20,24-018,Away,WAS,L (-19),0,1.0,1.0,1.0,3.0,Pascal Siakam
4,4.0,2018-04-22,24-020,Away,WAS,L (-8),0,0.0,0.0,,2.0,Pascal Siakam
5,5.0,2018-04-25,24-023,Home,WAS,W (+10),0,0.0,0.0,,3.0,Pascal Siakam
6,6.0,2018-04-27,24-025,Away,WAS,W (+10),0,0.0,0.0,,2.0,Pascal Siakam
7,7.0,2018-05-01,24-029,Home,CLE,L (-1),0,1.0,1.0,1.0,4.0,Pascal Siakam
8,8.0,2018-05-03,24-031,Home,CLE,L (-18),0,0.0,0.0,,2.0,Pascal Siakam
9,9.0,2018-05-05,24-033,Away,CLE,L (-2),0,0.0,0.0,,2.0,Pascal Siakam
10,10.0,2018-05-07,24-035,Away,CLE,L (-35),0,0.0,0.0,,2.0,Pascal Siakam
1,1.0,2017-10-19,22-004,Home,CHI,W (+17),0,0.0,0.0,,N/A,Jakob Poltl
2,2.0,2017-10-21,22-006,Home,PHI,W (+34),0,0.0,0.0,,2.0,Jakob Poltl
3,3.0,2017-10-23,22-008,Away,SAS,L (-4),0,0.0,0.0,,2.0,Jakob Poltl
4,4.0,2017-10-25,22-010,Away,GSW,L (-5),0,0.0,0.0,,2.0,Jakob Poltl
5,5.0,2017-10-27,22-012,Away,LAL,W (+9),0,0.0,0.0,,2.0,Jakob Poltl
6,6.0,2017-10-30,22-015,Away,POR,W (+14),0,0.0,0.0,,3.0,Jakob Poltl
7,7.0,2017-11-01,22-017,Away,DEN,L (-18),0,0.0,0.0,,2.0,Jakob Poltl
8,8.0,2017-11-03,22-019,Away,UTA,W (+9),0,0.0,0.0,,2.0,Jakob Poltl
9,9.0,2017-11-05,22-021,Home,WAS,L (-11),0,0.0,0.0,,2.0,Jakob Poltl
10,10.0,2017-11-07,22-023,Home,CHI,W (+5),0,0.0,0.0,,2.0,Jakob Poltl
11,11.0,2017-11-09,22-025,Home,NOP,W (+4),0,0.0,0.0,,2.0,Jakob Poltl
12,12.0,2017-11-12,22-028,Away,BOS,L (-1),0,0.0,0.0,,3.0,Jakob Poltl
13,13.0,2017-11-14,22-030,Away,HOU,W (+16),0,0.0,0.0,,2.0,Jakob Poltl
14,14.0,2017-11-15,22-031,Away,NOP,W (+9),0,0.0,0.0,,1.0,Jakob Poltl
15,15.0,2017-11-17,22-033,Home,NYK,W (+23),0,0.0,0.0,,2.0,Jakob Poltl
16,16.0,2017-11-19,22-035,Home,WAS,W (+9),0,0.0,0.0,,2.0,Jakob Poltl
17,17.0,2017-11-22,22-038,Away,NYK,L (-8),0,0.0,0.0,,3.0,Jakob Poltl
18,18.0,2017-11-24,22-040,Away,IND,L (-3),0,0.0,0.0,,2.0,Jakob Poltl
19,19.0,2017-11-25,22-041,Away,ATL,W (+34),0,0.0,0.0,,1.0,Jakob Poltl
20,20.0,2017-11-29,22-045,Home,CHO,W (+13),0,0.0,0.0,,4.0,Jakob Poltl
21,21.0,2017-12-01,22-047,Home,IND,W (+5),0,0.0,0.0,,2.0,Jakob Poltl
22,22.0,2017-12-05,22-051,Home,PHO,W (+13),0,0.0,0.0,,4.0,Jakob Poltl
23,23.0,2017-12-08,22-054,Away,MEM,W (+9),0,0.0,0.0,,3.0,Jakob Poltl
24,24.0,2017-12-10,22-056,Away,SAC,W (+15),0,1.0,1.0,1.0,2.0,Jakob Poltl
25,25.0,2017-12-11,22-057,Away,LAC,L (-5),0,0.0,0.0,,1.0,Jakob Poltl
26,26.0,2017-12-13,22-059,Away,PHO,W (+6),0,0.0,0.0,,2.0,Jakob Poltl
27,27.0,2017-12-15,22-061,Home,BRK,W (+33),0,0.0,1.0,0.0,2.0,Jakob Poltl
28,28.0,2017-12-17,22-063,Home,SAC,W (+15),0,0.0,0.0,,2.0,Jakob Poltl
29,29.0,2017-12-20,22-066,Away,CHO,W (+18),0,0.0,0.0,,3.0,Jakob Poltl
30,30.0,2017-12-21,22-067,Away,PHI,W (+5),0,0.0,0.0,,1.0,Jakob Poltl
31,31.0,2017-12-23,22-069,Home,PHI,W (+16),0,0.0,0.0,,2.0,Jakob Poltl
32,32.0,2017-12-26,22-072,Away,DAL,L (-5),0,0.0,0.0,,3.0,Jakob Poltl
33,33.0,2017-12-27,22-073,Away,OKC,L (-17),0,0.0,0.0,,1.0,Jakob Poltl
34,34.0,2017-12-29,22-075,Home,ATL,W (+13),0,0.0,0.0,,2.0,Jakob Poltl
35,35.0,2018-01-01,22-078,Home,MIL,W (+4),0,0.0,0.0,,3.0,Jakob Poltl
36,36.0,2018-01-03,22-080,Away,CHI,W (+9),0,0.0,0.0,,2.0,Jakob Poltl
37,37.0,2018-01-05,22-082,Away,MIL,W (+19),0,0.0,0.0,,2.0,Jakob Poltl
38,38.0,2018-01-08,22-085,Away,BRK,W (+1),0,0.0,0.0,,3.0,Jakob Poltl
39,39.0,2018-01-09,22-086,Home,MIA,L (-1),0,0.0,0.0,,1.0,Jakob Poltl
40,40.0,2018-01-11,22-088,Home,CLE,W (+34),0,0.0,0.0,,2.0,Jakob Poltl
41,41.0,2018-01-13,22-090,Home,GSW,L (-2),0,0.0,0.0,,2.0,Jakob Poltl
42,42.0,2018-01-15,22-092,Away,PHI,L (-6),0,0.0,0.0,,2.0,Jakob Poltl
43,43.0,2018-01-17,22-094,Home,DET,W (+5),0,0.0,0.0,,2.0,Jakob Poltl
44,44.0,2018-01-19,22-096,Home,SAS,W (+3),0,0.0,0.0,,2.0,Jakob Poltl
45,45.0,2018-01-20,22-097,Away,MIN,L (-6),0,0.0,0.0,,1.0,Jakob Poltl
46,46.0,2018-01-24,22-101,Away,ATL,W (+15),0,0.0,0.0,,4.0,Jakob Poltl
47,47.0,2018-01-26,22-103,Home,UTA,L (-4),0,0.0,0.0,,2.0,Jakob Poltl
48,48.0,2018-01-28,22-105,Home,LAL,W (+12),0,0.0,0.0,,2.0,Jakob Poltl
49,49.0,2018-01-30,22-107,Home,MIN,W (+5),0,0.0,0.0,,2.0,Jakob Poltl
50,50.0,2018-02-01,22-109,Away,WAS,L (-3),0,0.0,0.0,,2.0,Jakob Poltl
51,51.0,2018-02-02,22-110,Home,POR,W (+25),0,0.0,0.0,,1.0,Jakob Poltl
52,52.0,2018-02-04,22-112,Home,MEM,W (+15),0,0.0,0.0,,2.0,Jakob Poltl
53,53.0,2018-02-06,22-114,Home,BOS,W (+20),0,0.0,0.0,,2.0,Jakob Poltl
54,54.0,2018-02-08,22-116,Home,NYK,W (+25),0,0.0,0.0,,2.0,Jakob Poltl
55,55.0,2018-02-11,22-119,Away,CHO,W (+20),0,0.0,0.0,,3.0,Jakob Poltl
56,56.0,2018-02-13,22-121,Home,MIA,W (+3),0,0.0,0.0,,2.0,Jakob Poltl
57,57.0,2018-02-14,22-122,Away,CHI,W (+24),0,0.0,0.0,,1.0,Jakob Poltl
58,58.0,2018-02-23,22-131,Home,MIL,L (-3),0,0.0,0.0,,9.0,Jakob Poltl
59,59.0,2018-02-26,22-134,Home,DET,W (+29),0,0.0,0.0,,3.0,Jakob Poltl
60,60.0,2018-02-28,22-136,Away,ORL,W (+13),0,0.0,0.0,,2.0,Jakob Poltl
61,61.0,2018-03-02,22-138,Away,WAS,W (+7),0,0.0,0.0,,2.0,Jakob Poltl
62,62.0,2018-03-04,22-140,Home,CHO,W (+5),0,0.0,0.0,,2.0,Jakob Poltl
63,63.0,2018-03-06,22-142,Home,ATL,W (+16),0,0.0,0.0,,2.0,Jakob Poltl
64,64.0,2018-03-07,22-143,Away,DET,W (+2),0,0.0,0.0,,1.0,Jakob Poltl
65,65.0,2018-03-09,22-145,Home,HOU,W (+3),0,0.0,0.0,,2.0,Jakob Poltl
66,66.0,2018-03-11,22-147,Away,NYK,W (+26),0,0.0,0.0,,2.0,Jakob Poltl
67,67.0,2018-03-13,22-149,Away,BRK,W (+14),0,0.0,0.0,,2.0,Jakob Poltl
68,68.0,2018-03-15,22-151,Away,IND,W (+7),0,0.0,0.0,,2.0,Jakob Poltl
69,69.0,2018-03-16,22-152,Home,DAL,W (+7),0,0.0,0.0,,1.0,Jakob Poltl
70,70.0,2018-03-18,22-154,Home,OKC,L (-7),0,0.0,0.0,,2.0,Jakob Poltl
71,71.0,2018-03-20,22-156,Away,ORL,W (+7),0,0.0,0.0,,2.0,Jakob Poltl
72,72.0,2018-03-21,22-157,Away,CLE,L (-3),0,0.0,0.0,,1.0,Jakob Poltl
73,73.0,2018-03-23,22-159,Home,BRK,W (+4),0,0.0,0.0,,2.0,Jakob Poltl
74,74.0,2018-03-25,22-161,Home,LAC,L (-11),0,0.0,0.0,,2.0,Jakob Poltl
75,75.0,2018-03-27,22-163,Home,DEN,W (+4),0,0.0,0.0,,2.0,Jakob Poltl
76,76.0,2018-03-31,22-167,Away,BOS,L (-11),0,0.0,0.0,,4.0,Jakob Poltl
77,77.0,2018-04-03,22-170,Away,CLE,L (-6),0,0.0,0.0,,3.0,Jakob Poltl
78,78.0,2018-04-04,22-171,Home,BOS,W (+18),0,0.0,0.0,,1.0,Jakob Poltl
79,79.0,2018-04-06,22-173,Home,IND,W (+19),0,0.0,0.0,,2.0,Jakob Poltl
80,80.0,2018-04-08,22-175,Home,ORL,W (+11),0,0.0,0.0,,2.0,Jakob Poltl
81,81.0,2018-04-09,22-176,Away,DET,W (+10),0,0.0,0.0,,1.0,Jakob Poltl
82,82.0,2018-04-11,22-178,Away,MIA,L (-7),0,0.0,0.0,,2.0,Jakob Poltl
1,1.0,2018-04-14,22-181,Home,WAS,W (+8),0,0.0,0.0,,3.0,Jakob Poltl
2,2.0,2018-04-17,22-184,Home,WAS,W (+11),0,0.0,0.0,,3.0,Jakob Poltl
3,3.0,2018-04-20,22-187,Away,WAS,L (-19),0,0.0,0.0,,3.0,Jakob Poltl
4,4.0,2018-04-22,22-189,Away,WAS,L (-8),0,0.0,0.0,,2.0,Jakob Poltl
5,5.0,2018-04-25,22-192,Home,WAS,W (+10),0,0.0,0.0,,3.0,Jakob Poltl
6,6.0,2018-04-27,22-194,Away,WAS,W (+10),0,0.0,1.0,0.0,2.0,Jakob Poltl
7,7.0,2018-05-01,22-198,Home,CLE,L (-1),0,0.0,0.0,,4.0,Jakob Poltl
8,8.0,2018-05-03,22-200,Home,CLE,L (-18),0,0.0,0.0,,2.0,Jakob Poltl
9,,2018-05-05,22-202,Away,CLE,L (-2),Did Not Play,,,,2.0,Jakob Poltl
10,9.0,2018-05-07,22-204,Away,CLE,L (-35),0,0.0,0.0,,2.0,Jakob Poltl
1,1.0,2017-10-19,23-236,Home,CHI,W (+17),0,0.0,2.0,0.0,N/A,Fred Vanvleet
2,2.0,2017-10-21,23-238,Home,PHI,W (+34),0,1.0,4.0,0.25,2.0,Fred Vanvleet
3,3.0,2017-10-23,23-240,Away,SAS,L (-4),0,1.0,2.0,0.5,2.0,Fred Vanvleet
4,4.0,2017-10-25,23-242,Away,GSW,L (-5),0,0.0,0.0,,2.0,Fred Vanvleet
5,5.0,2017-10-27,23-244,Away,LAL,W (+9),0,0.0,1.0,0.0,2.0,Fred Vanvleet
6,6.0,2017-10-30,23-247,Away,POR,W (+14),0,0.0,0.0,,3.0,Fred Vanvleet
7,7.0,2017-11-01,23-249,Away,DEN,L (-18),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
8,8.0,2017-11-03,23-251,Away,UTA,W (+9),0,0.0,1.0,0.0,2.0,Fred Vanvleet
9,9.0,2017-11-05,23-253,Home,WAS,L (-11),0,0.0,1.0,0.0,2.0,Fred Vanvleet
10,10.0,2017-11-07,23-255,Home,CHI,W (+5),0,0.0,0.0,,2.0,Fred Vanvleet
11,11.0,2017-11-09,23-257,Home,NOP,W (+4),0,0.0,3.0,0.0,2.0,Fred Vanvleet
12,12.0,2017-11-12,23-260,Away,BOS,L (-1),0,0.0,1.0,0.0,3.0,Fred Vanvleet
13,13.0,2017-11-14,23-262,Away,HOU,W (+16),0,2.0,4.0,0.5,2.0,Fred Vanvleet
14,14.0,2017-11-15,23-263,Away,NOP,W (+9),0,2.0,2.0,1.0,1.0,Fred Vanvleet
15,15.0,2017-11-17,23-265,Home,NYK,W (+23),0,1.0,1.0,1.0,2.0,Fred Vanvleet
16,16.0,2017-11-19,23-267,Home,WAS,W (+9),0,2.0,7.0,0.28600000000000003,2.0,Fred Vanvleet
17,17.0,2017-11-22,23-270,Away,NYK,L (-8),0,1.0,4.0,0.25,3.0,Fred Vanvleet
18,18.0,2017-11-24,23-272,Away,IND,L (-3),0,2.0,5.0,0.4,2.0,Fred Vanvleet
19,19.0,2017-11-25,23-273,Away,ATL,W (+34),0,1.0,3.0,0.33299999999999996,1.0,Fred Vanvleet
20,20.0,2017-11-29,23-277,Home,CHO,W (+13),0,2.0,2.0,1.0,4.0,Fred Vanvleet
21,21.0,2017-12-01,23-279,Home,IND,W (+5),0,1.0,1.0,1.0,2.0,Fred Vanvleet
22,22.0,2017-12-05,23-283,Home,PHO,W (+13),0,1.0,5.0,0.2,4.0,Fred Vanvleet
23,23.0,2017-12-08,23-286,Away,MEM,W (+9),0,3.0,6.0,0.5,3.0,Fred Vanvleet
24,24.0,2017-12-10,23-288,Away,SAC,W (+15),0,0.0,2.0,0.0,2.0,Fred Vanvleet
25,25.0,2017-12-11,23-289,Away,LAC,L (-5),0,0.0,3.0,0.0,1.0,Fred Vanvleet
26,26.0,2017-12-13,23-291,Away,PHO,W (+6),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
27,27.0,2017-12-15,23-293,Home,BRK,W (+33),0,0.0,1.0,0.0,2.0,Fred Vanvleet
28,28.0,2017-12-17,23-295,Home,SAC,W (+15),0,1.0,1.0,1.0,2.0,Fred Vanvleet
29,29.0,2017-12-20,23-298,Away,CHO,W (+18),0,2.0,4.0,0.5,3.0,Fred Vanvleet
30,30.0,2017-12-21,23-299,Away,PHI,W (+5),0,0.0,2.0,0.0,1.0,Fred Vanvleet
31,31.0,2017-12-23,23-301,Home,PHI,W (+16),0,0.0,2.0,0.0,2.0,Fred Vanvleet
32,32.0,2017-12-26,23-304,Away,DAL,L (-5),0,2.0,5.0,0.4,3.0,Fred Vanvleet
33,33.0,2017-12-27,23-305,Away,OKC,L (-17),0,0.0,0.0,,1.0,Fred Vanvleet
34,34.0,2017-12-29,23-307,Home,ATL,W (+13),0,1.0,2.0,0.5,2.0,Fred Vanvleet
35,35.0,2018-01-01,23-310,Home,MIL,W (+4),0,2.0,3.0,0.667,3.0,Fred Vanvleet
36,36.0,2018-01-03,23-312,Away,CHI,W (+9),0,1.0,2.0,0.5,2.0,Fred Vanvleet
37,37.0,2018-01-05,23-314,Away,MIL,W (+19),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
38,38.0,2018-01-08,23-317,Away,BRK,W (+1),0,1.0,3.0,0.33299999999999996,3.0,Fred Vanvleet
39,39.0,2018-01-09,23-318,Home,MIA,L (-1),0,1.0,5.0,0.2,1.0,Fred Vanvleet
40,40.0,2018-01-11,23-320,Home,CLE,W (+34),0,6.0,8.0,0.75,2.0,Fred Vanvleet
41,41.0,2018-01-13,23-322,Home,GSW,L (-2),0,3.0,6.0,0.5,2.0,Fred Vanvleet
42,42.0,2018-01-15,23-324,Away,PHI,L (-6),0,0.0,2.0,0.0,2.0,Fred Vanvleet
43,,2018-01-17,23-326,Home,DET,W (+5),Inactive,,,,2.0,Fred Vanvleet
44,,2018-01-19,23-328,Home,SAS,W (+3),Did Not Play,,,,2.0,Fred Vanvleet
45,43.0,2018-01-20,23-329,Away,MIN,L (-6),0,1.0,1.0,1.0,1.0,Fred Vanvleet
46,44.0,2018-01-24,23-333,Away,ATL,W (+15),0,4.0,6.0,0.667,4.0,Fred Vanvleet
47,45.0,2018-01-26,23-335,Home,UTA,L (-4),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
48,46.0,2018-01-28,23-337,Home,LAL,W (+12),0,3.0,4.0,0.75,2.0,Fred Vanvleet
49,47.0,2018-01-30,23-339,Home,MIN,W (+5),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
50,,2018-02-01,23-341,Away,WAS,L (-3),Inactive,,,,2.0,Fred Vanvleet
51,48.0,2018-02-02,23-342,Home,POR,W (+25),0,3.0,5.0,0.6,1.0,Fred Vanvleet
52,49.0,2018-02-04,23-344,Home,MEM,W (+15),0,1.0,6.0,0.16699999999999998,2.0,Fred Vanvleet
53,50.0,2018-02-06,23-346,Home,BOS,W (+20),0,2.0,3.0,0.667,2.0,Fred Vanvleet
54,51.0,2018-02-08,23-348,Home,NYK,W (+25),0,2.0,5.0,0.4,2.0,Fred Vanvleet
55,52.0,2018-02-11,23-351,Away,CHO,W (+20),0,2.0,3.0,0.667,3.0,Fred Vanvleet
56,53.0,2018-02-13,23-353,Home,MIA,W (+3),0,2.0,3.0,0.667,2.0,Fred Vanvleet
57,54.0,2018-02-14,23-354,Away,CHI,W (+24),0,3.0,6.0,0.5,1.0,Fred Vanvleet
58,55.0,2018-02-23,23-363,Home,MIL,L (-3),0,0.0,3.0,0.0,9.0,Fred Vanvleet
59,56.0,2018-02-26,24-001,Home,DET,W (+29),0,1.0,3.0,0.33299999999999996,3.0,Fred Vanvleet
60,57.0,2018-02-28,24-003,Away,ORL,W (+13),0,3.0,4.0,0.75,2.0,Fred Vanvleet
61,58.0,2018-03-02,24-005,Away,WAS,W (+7),0,1.0,6.0,0.16699999999999998,2.0,Fred Vanvleet
62,59.0,2018-03-04,24-007,Home,CHO,W (+5),0,1.0,4.0,0.25,2.0,Fred Vanvleet
63,60.0,2018-03-06,24-009,Home,ATL,W (+16),0,1.0,4.0,0.25,2.0,Fred Vanvleet
64,61.0,2018-03-07,24-010,Away,DET,W (+2),0,0.0,4.0,0.0,1.0,Fred Vanvleet
65,62.0,2018-03-09,24-012,Home,HOU,W (+3),0,1.0,4.0,0.25,2.0,Fred Vanvleet
66,63.0,2018-03-11,24-014,Away,NYK,W (+26),0,2.0,3.0,0.667,2.0,Fred Vanvleet
67,64.0,2018-03-13,24-016,Away,BRK,W (+14),0,3.0,6.0,0.5,2.0,Fred Vanvleet
68,65.0,2018-03-15,24-018,Away,IND,W (+7),0,0.0,1.0,0.0,2.0,Fred Vanvleet
69,66.0,2018-03-16,24-019,Home,DAL,W (+7),0,3.0,8.0,0.375,1.0,Fred Vanvleet
70,,2018-03-18,24-021,Home,OKC,L (-7),Inactive,,,,2.0,Fred Vanvleet
71,,2018-03-20,24-023,Away,ORL,W (+7),Inactive,,,,2.0,Fred Vanvleet
72,67.0,2018-03-21,24-024,Away,CLE,L (-3),0,4.0,9.0,0.444,1.0,Fred Vanvleet
73,68.0,2018-03-23,24-026,Home,BRK,W (+4),0,4.0,7.0,0.5710000000000001,2.0,Fred Vanvleet
74,69.0,2018-03-25,24-028,Home,LAC,L (-11),0,4.0,6.0,0.667,2.0,Fred Vanvleet
75,70.0,2018-03-27,24-030,Home,DEN,W (+4),0,3.0,4.0,0.75,2.0,Fred Vanvleet
76,71.0,2018-03-31,24-034,Away,BOS,L (-11),0,2.0,5.0,0.4,4.0,Fred Vanvleet
77,72.0,2018-04-03,24-037,Away,CLE,L (-6),0,3.0,5.0,0.6,3.0,Fred Vanvleet
78,73.0,2018-04-04,24-038,Home,BOS,W (+18),0,3.0,6.0,0.5,1.0,Fred Vanvleet
79,74.0,2018-04-06,24-040,Home,IND,W (+19),0,0.0,3.0,0.0,2.0,Fred Vanvleet
80,75.0,2018-04-08,24-042,Home,ORL,W (+11),0,0.0,1.0,0.0,2.0,Fred Vanvleet
81,,2018-04-09,24-043,Away,DET,W (+10),Inactive,,,,1.0,Fred Vanvleet
82,76.0,2018-04-11,24-045,Away,MIA,L (-7),0,1.0,2.0,0.5,2.0,Fred Vanvleet
1,,2018-04-14,24-048,Home,WAS,W (+8),Inactive,,,,3.0,Fred Vanvleet
2,1.0,2018-04-17,24-051,Home,WAS,W (+11),0,0.0,1.0,0.0,3.0,Fred Vanvleet
3,,2018-04-20,24-054,Away,WAS,L (-19),Inactive,,,,3.0,Fred Vanvleet
4,,2018-04-22,24-056,Away,WAS,L (-8),Inactive,,,,2.0,Fred Vanvleet
5,,2018-04-25,24-059,Home,WAS,W (+10),Inactive,,,,3.0,Fred Vanvleet
6,2.0,2018-04-27,24-061,Away,WAS,W (+10),0,1.0,5.0,0.2,2.0,Fred Vanvleet
7,3.0,2018-05-01,24-065,Home,CLE,L (-1),0,1.0,5.0,0.2,4.0,Fred Vanvleet
8,4.0,2018-05-03,24-067,Home,CLE,L (-18),0,4.0,7.0,0.5710000000000001,2.0,Fred Vanvleet
9,5.0,2018-05-05,24-069,Away,CLE,L (-2),1,1.0,7.0,0.14300000000000002,2.0,Fred Vanvleet
10,6.0,2018-05-07,24-071,Away,CLE,L (-35),0,1.0,3.0,0.33299999999999996,2.0,Fred Vanvleet
1,1.0,2017-10-19,25-176,Home,CHI,W (+17),0,0.0,1.0,0.0,N/A,Delon Wright
2,2.0,2017-10-21,25-178,Home,PHI,W (+34),0,1.0,6.0,0.16699999999999998,2.0,Delon Wright
3,3.0,2017-10-23,25-180,Away,SAS,L (-4),0,0.0,3.0,0.0,2.0,Delon Wright
4,4.0,2017-10-25,25-182,Away,GSW,L (-5),0,0.0,4.0,0.0,2.0,Delon Wright
5,5.0,2017-10-27,25-184,Away,LAL,W (+9),0,0.0,2.0,0.0,2.0,Delon Wright
6,6.0,2017-10-30,25-187,Away,POR,W (+14),0,1.0,3.0,0.33299999999999996,3.0,Delon Wright
7,7.0,2017-11-01,25-189,Away,DEN,L (-18),0,2.0,4.0,0.5,2.0,Delon Wright
8,8.0,2017-11-03,25-191,Away,UTA,W (+9),0,0.0,1.0,0.0,2.0,Delon Wright
9,9.0,2017-11-05,25-193,Home,WAS,L (-11),0,1.0,1.0,1.0,2.0,Delon Wright
10,10.0,2017-11-07,25-195,Home,CHI,W (+5),0,1.0,1.0,1.0,2.0,Delon Wright
11,11.0,2017-11-09,25-197,Home,NOP,W (+4),0,2.0,2.0,1.0,2.0,Delon Wright
12,12.0,2017-11-12,25-200,Away,BOS,L (-1),0,0.0,0.0,,3.0,Delon Wright
